"slot","panel","date","time","panel_title","chairs","discussants","section","title","presenter","coauthor","presenter_affiliation"
"Mi E","01","25.09.2024","16:00-17:30 Uhr","""... und deshalb politische Bildung!?"" – Was Politikwissenschaft und Bildungspraxis in der Demokratie leisten können","","","Politikwissenschaft und Politische Bildung; Politische Soziologie",NA,"Marc",NA,"Partetzke"
"Mi E","01","25.09.2024","16:00-17:30 Uhr","""... und deshalb politische Bildung!?"" – Was Politikwissenschaft und Bildungspraxis in der Demokratie leisten können","","","Politikwissenschaft und Politische Bildung; Politische Soziologie",NA,"Universität Hildeshei",NA,NA
"Mi E","01","25.09.2024","16:00-17:30 Uhr","""... und deshalb politische Bildung!?"" – Was Politikwissenschaft und Bildungspraxis in der Demokratie leisten können","","","Politikwissenschaft und Politische Bildung; Politische Soziologie",NA,"Anna-Sophie",NA,"Heinze"
"Mi E","01","25.09.2024","16:00-17:30 Uhr","""... und deshalb politische Bildung!?"" – Was Politikwissenschaft und Bildungspraxis in der Demokratie leisten können","","","Politikwissenschaft und Politische Bildung; Politische Soziologie",NA,"Universität Trie",NA,NA
"Mi E","01","25.09.2024","16:00-17:30 Uhr","""... und deshalb politische Bildung!?"" – Was Politikwissenschaft und Bildungspraxis in der Demokratie leisten können","","","Politikwissenschaft und Politische Bildung; Politische Soziologie",NA,"Sigrid",NA,"Roßteutscher"
"Mi E","01","25.09.2024","16:00-17:30 Uhr","""... und deshalb politische Bildung!?"" – Was Politikwissenschaft und Bildungspraxis in der Demokratie leisten können","","","Politikwissenschaft und Politische Bildung; Politische Soziologie",NA,"Goethe-Universität Frankfur",NA,NA
"Mi E","01","25.09.2024","16:00-17:30 Uhr","""... und deshalb politische Bildung!?"" – Was Politikwissenschaft und Bildungspraxis in der Demokratie leisten können","","","Politikwissenschaft und Politische Bildung; Politische Soziologie",NA,"Marcel",NA,"Lewandowksy"
"Mi E","01","25.09.2024","16:00-17:30 Uhr","""... und deshalb politische Bildung!?"" – Was Politikwissenschaft und Bildungspraxis in der Demokratie leisten können","","","Politikwissenschaft und Politische Bildung; Politische Soziologie",NA,"Helmut-Schmidt-Universität/ Universität der Bundeswehr Hambur",NA,NA
"Mi E","01","25.09.2024","16:00-17:30 Uhr","""... und deshalb politische Bildung!?"" – Was Politikwissenschaft und Bildungspraxis in der Demokratie leisten können","","","Politikwissenschaft und Politische Bildung; Politische Soziologie",NA,"Manès",NA,"Weisskircher"
"Mi E","01","25.09.2024","16:00-17:30 Uhr","""... und deshalb politische Bildung!?"" – Was Politikwissenschaft und Bildungspraxis in der Demokratie leisten können","","","Politikwissenschaft und Politische Bildung; Politische Soziologie",NA,"Technische Universität Dresde",NA,NA
"Mi E","02","25.09.2024","16:00-17:30 Uhr","(K)eine Stimme für die Demokratie? 2 – Neue Perspektiven auf die Rahmenbedingungen der Nichtwahl","Stine Ziegler, Universität Duisburg-Essen","Julia Rakers, Universität Duisburg-Essen; Julia Schwanholz, Universität Duisburg-Essen","Regierungssystem und Regieren in der Bundesrepublik Deutschland; Politische Soziologie; Wahlen und politische Einstellungen","(K)Eine Stimme für das Klima? Einfluss und Mobilisierungspotential von Klimapolitik im Lichte der Bundestagswahl 2021 ","Michael H. Grunenberg","Christian H.C.A. Henning","Christian-Albrechts-Universität zu Kiel"
"Mi E","02","25.09.2024","16:00-17:30 Uhr","(K)eine Stimme für die Demokratie? 2 – Neue Perspektiven auf die Rahmenbedingungen der Nichtwahl","Stine Ziegler, Universität Duisburg-Essen","Julia Rakers, Universität Duisburg-Essen; Julia Schwanholz, Universität Duisburg-Essen","Regierungssystem und Regieren in der Bundesrepublik Deutschland; Politische Soziologie; Wahlen und politische Einstellungen","Crises and Participation: Is representative Democracy still in office? ","Kristina Weissenbach","Karina Kosiara-Pedersen","Universität Duisburg-Essen"
"Mi E","02","25.09.2024","16:00-17:30 Uhr","(K)eine Stimme für die Demokratie? 2 – Neue Perspektiven auf die Rahmenbedingungen der Nichtwahl","Stine Ziegler, Universität Duisburg-Essen","Julia Rakers, Universität Duisburg-Essen; Julia Schwanholz, Universität Duisburg-Essen","Regierungssystem und Regieren in der Bundesrepublik Deutschland; Politische Soziologie; Wahlen und politische Einstellungen","Crises and Participation: Is representative Democracy still in office? ","Felix Butzlaff","Karina Kosiara-Pedersen","Central European University Wien"
"Mi E","02","25.09.2024","16:00-17:30 Uhr","(K)eine Stimme für die Demokratie? 2 – Neue Perspektiven auf die Rahmenbedingungen der Nichtwahl","Stine Ziegler, Universität Duisburg-Essen","Julia Rakers, Universität Duisburg-Essen; Julia Schwanholz, Universität Duisburg-Essen","Regierungssystem und Regieren in der Bundesrepublik Deutschland; Politische Soziologie; Wahlen und politische Einstellungen","Mobilizing Left-Authoritarian Non-Voters? The Impact of the Wagenknecht Party","Nils Steiner",NA,"Johannes Gutenberg-Universität Mainz"
"Mi E","02","25.09.2024","16:00-17:30 Uhr","(K)eine Stimme für die Demokratie? 2 – Neue Perspektiven auf die Rahmenbedingungen der Nichtwahl","Stine Ziegler, Universität Duisburg-Essen","Julia Rakers, Universität Duisburg-Essen; Julia Schwanholz, Universität Duisburg-Essen","Regierungssystem und Regieren in der Bundesrepublik Deutschland; Politische Soziologie; Wahlen und politische Einstellungen","Mobilizing Left-Authoritarian Non-Voters? The Impact of the Wagenknecht Party","Sven Hillen",NA,"Johannes Gutenberg-Universität Mainz"
"Mi E","02","25.09.2024","16:00-17:30 Uhr","(K)eine Stimme für die Demokratie? 2 – Neue Perspektiven auf die Rahmenbedingungen der Nichtwahl","Stine Ziegler, Universität Duisburg-Essen","Julia Rakers, Universität Duisburg-Essen; Julia Schwanholz, Universität Duisburg-Essen","Regierungssystem und Regieren in der Bundesrepublik Deutschland; Politische Soziologie; Wahlen und politische Einstellungen","Nichtwahl als beste Option? Das Wahlverhalten sozialkonservativer Wähler:innen mit Migrationsgeschichte ","Sabrina Jasmin Mayer","Jonas Elis","Universität Bamberg"
"Mi E","02","25.09.2024","16:00-17:30 Uhr","(K)eine Stimme für die Demokratie? 2 – Neue Perspektiven auf die Rahmenbedingungen der Nichtwahl","Stine Ziegler, Universität Duisburg-Essen","Julia Rakers, Universität Duisburg-Essen; Julia Schwanholz, Universität Duisburg-Essen","Regierungssystem und Regieren in der Bundesrepublik Deutschland; Politische Soziologie; Wahlen und politische Einstellungen","Nichtwahl als beste Option? Das Wahlverhalten sozialkonservativer Wähler:innen mit Migrationsgeschichte ","Achim Goerres","Jonas Elis","Universität Duisburg-Essen"
"Mi E","02","25.09.2024","16:00-17:30 Uhr","(K)eine Stimme für die Demokratie? 2 – Neue Perspektiven auf die Rahmenbedingungen der Nichtwahl","Stine Ziegler, Universität Duisburg-Essen","Julia Rakers, Universität Duisburg-Essen; Julia Schwanholz, Universität Duisburg-Essen","Regierungssystem und Regieren in der Bundesrepublik Deutschland; Politische Soziologie; Wahlen und politische Einstellungen","Nichtwahl als beste Option? Das Wahlverhalten sozialkonservativer Wähler:innen mit Migrationsgeschichte ","Philipp Hoffmann","Jonas Elis","Universität Bamberg"
"Mi E","03","25.09.2024","16:00-17:30 Uhr","Autoritäre Kipppunkte (2): Legitimierungsmuster illiberaler Politik in westlichen Staaten","","Boris Vormann, Bard College Berlin; Julia Simon, Universität Bremen","Vergleichende Politikwissenschaft; Demokratieforschung; Konstruktivistische Theorien der Politik",NA,NA,NA,NA
"Mi E","03","25.09.2024","16:00-17:30 Uhr","Autoritäre Kipppunkte (2): Legitimierungsmuster illiberaler Politik in westlichen Staaten","","Boris Vormann, Bard College Berlin; Julia Simon, Universität Bremen","Vergleichende Politikwissenschaft; Demokratieforschung; Konstruktivistische Theorien der Politik","Illiberal Policymaking in Florida under Ron DeSantis: Strategies, Impact, and Reversibility ","Julia Simon","Michael Bauer","Universität Bremen"
"Mi E","03","25.09.2024","16:00-17:30 Uhr","Autoritäre Kipppunkte (2): Legitimierungsmuster illiberaler Politik in westlichen Staaten","","Boris Vormann, Bard College Berlin; Julia Simon, Universität Bremen","Vergleichende Politikwissenschaft; Demokratieforschung; Konstruktivistische Theorien der Politik","Institutionalisierte Unsicherheit als Mechanismus autoritärer Praxis im ","Can Zeyrek",NA,NA
"Mi E","03","25.09.2024","16:00-17:30 Uhr","Autoritäre Kipppunkte (2): Legitimierungsmuster illiberaler Politik in westlichen Staaten","","Boris Vormann, Bard College Berlin; Julia Simon, Universität Bremen","Vergleichende Politikwissenschaft; Demokratieforschung; Konstruktivistische Theorien der Politik","Longing for the Sultanate. The role of Neo-Ottomanism in Türkiye's au","Elena Dück",NA,"Christian-Albrechts-Universität zu Kiel"
"Mi E","03","25.09.2024","16:00-17:30 Uhr","Autoritäre Kipppunkte (2): Legitimierungsmuster illiberaler Politik in westlichen Staaten","","Boris Vormann, Bard College Berlin; Julia Simon, Universität Bremen","Vergleichende Politikwissenschaft; Demokratieforschung; Konstruktivistische Theorien der Politik","Turning points as Autoritäre Kipppunkte? Theorizing illiberal politics in / of Western li","Alexander Reichwein",NA,"Justus-Liebig-Universität Gießen"
"Mi E","04","25.09.2024","16:00-17:30 Uhr","Bioeconomy Politics and Policy in Times of Polycrisis","Karen M. Siegel, Universität Münster","Peter Feindt, Humboldt-Universität zu Berlin; Sarah Hackfort, Humboldt-Universität zu Berlin","Entwicklungstheorie und Entwicklungspolitik; Politische Ökonomie; Umweltpolitik / Global Change","A Systemic Perspective on Bioeconomy for Aligning Risks and Benefits towards Sustainabilit","Pia-Johanna Schweizer",NA,"Helmholtz Centre Potsdam"
"Mi E","04","25.09.2024","16:00-17:30 Uhr","Bioeconomy Politics and Policy in Times of Polycrisis","Karen M. Siegel, Universität Münster","Peter Feindt, Humboldt-Universität zu Berlin; Sarah Hackfort, Humboldt-Universität zu Berlin","Entwicklungstheorie und Entwicklungspolitik; Politische Ökonomie; Umweltpolitik / Global Change","A Systemic Perspective on Bioeconomy for Aligning Risks and Benefits towards Sustainabilit","Doris Fuchs",NA,"Helmholtz Centre Potsdam / Universität Muenster"
"Mi E","04","25.09.2024","16:00-17:30 Uhr","Bioeconomy Politics and Policy in Times of Polycrisis","Karen M. Siegel, Universität Münster","Peter Feindt, Humboldt-Universität zu Berlin; Sarah Hackfort, Humboldt-Universität zu Berlin","Entwicklungstheorie und Entwicklungspolitik; Politische Ökonomie; Umweltpolitik / Global Change","Explaining Low Salience of Environmental Resilience Challenges in Bioeconomy Strategies: A Cross-Regional Comparative Analysis ","Giorgio Varanini","Maria Proestou","Humboldt-Universität zu Berlin"
"Mi E","04","25.09.2024","16:00-17:30 Uhr","Bioeconomy Politics and Policy in Times of Polycrisis","Karen M. Siegel, Universität Münster","Peter Feindt, Humboldt-Universität zu Berlin; Sarah Hackfort, Humboldt-Universität zu Berlin","Entwicklungstheorie und Entwicklungspolitik; Politische Ökonomie; Umweltpolitik / Global Change","Explaining Low Salience of Environmental Resilience Challenges in Bioeconomy Strategies: A Cross-Regional Comparative Analysis ","Nicolai Schulz","Maria Proestou","Humboldt-Universität zu Berlin"
"Mi E","04","25.09.2024","16:00-17:30 Uhr","Bioeconomy Politics and Policy in Times of Polycrisis","Karen M. Siegel, Universität Münster","Peter Feindt, Humboldt-Universität zu Berlin; Sarah Hackfort, Humboldt-Universität zu Berlin","Entwicklungstheorie und Entwicklungspolitik; Politische Ökonomie; Umweltpolitik / Global Change","Explaining Low Salience of Environmental Resilience Challenges in Bioeconomy Strategies: A Cross-Regional Comparative Analysis ","Peter Feindt","Maria Proestou","Humboldt-Universität zu Berlin"
"Mi E","04","25.09.2024","16:00-17:30 Uhr","Bioeconomy Politics and Policy in Times of Polycrisis","Karen M. Siegel, Universität Münster","Peter Feindt, Humboldt-Universität zu Berlin; Sarah Hackfort, Humboldt-Universität zu Berlin","Entwicklungstheorie und Entwicklungspolitik; Politische Ökonomie; Umweltpolitik / Global Change","From global value chains to local crops: changing approaches to bioeconomy in Argentina (Ko-Autor*innen: Monica Burasc","Karen M. Siegel",NA,"Universität Münster"
"Mi E","04","25.09.2024","16:00-17:30 Uhr","Bioeconomy Politics and Policy in Times of Polycrisis","Karen M. Siegel, Universität Münster","Peter Feindt, Humboldt-Universität zu Berlin; Sarah Hackfort, Humboldt-Universität zu Berlin","Entwicklungstheorie und Entwicklungspolitik; Politische Ökonomie; Umweltpolitik / Global Change","The neglected polycrisis of local rural actors in Brazil: A restorative bioecono","Mairon Bastos Lima",NA,"The Stockholm Environment Institute"
"Mi E","05","25.09.2024","16:00-17:30 Uhr","Crisis of democracy in the light of the attitudes of its citizens","Tanja A. Börzel, Freie Universität Berlin","Claudia Landwehr, Johannes Gutenberg-Universität Mainz","Internationale Beziehungen; Vergleichende Politikwissenschaft","A polarized society, an enda","Hans Vorländer",NA,"Technische Universität Dresden"
"Mi E","05","25.09.2024","16:00-17:30 Uhr","Crisis of democracy in the light of the attitudes of its citizens","Tanja A. Börzel, Freie Universität Berlin","Claudia Landwehr, Johannes Gutenberg-Universität Mainz","Internationale Beziehungen; Vergleichende Politikwissenschaft","Perceived Inequality and Populism ","Heike Klüver","Johannes Giesecke","Humboldt-Universität zu Berlin"
"Mi E","05","25.09.2024","16:00-17:30 Uhr","Crisis of democracy in the light of the attitudes of its citizens","Tanja A. Börzel, Freie Universität Berlin","Claudia Landwehr, Johannes Gutenberg-Universität Mainz","Internationale Beziehungen; Vergleichende Politikwissenschaft","Perceived Inequality and Populism ","Lukas Stoetzer","Johannes Giesecke","Humboldt-Universität zu Berlin"
"Mi E","05","25.09.2024","16:00-17:30 Uhr","Crisis of democracy in the light of the attitudes of its citizens","Tanja A. Börzel, Freie Universität Berlin","Claudia Landwehr, Johannes Gutenberg-Universität Mainz","Internationale Beziehungen; Vergleichende Politikwissenschaft","Support and Rejection of the Liberal Scrip","Heiko Giebler",NA,"Freie Universität Berlin / Wissenschaftszentrum Berlin für Sozialforschung (WZB)"
"Mi E","05","25.09.2024","16:00-17:30 Uhr","Crisis of democracy in the light of the attitudes of its citizens","Tanja A. Börzel, Freie Universität Berlin","Claudia Landwehr, Johannes Gutenberg-Universität Mainz","Internationale Beziehungen; Vergleichende Politikwissenschaft","Support and Rejection of the Liberal Scrip","Michael Zürn",NA,"Wissenschaftszentrum Berlin für Sozialforschung (WZB) / Freie Universität Berlin"
"Mi E","06","25.09.2024","16:00-17:30 Uhr","Democratic backsliding and its discontents","Lea Kaftan, GESIS - Leibniz-Institut für Sozialwissenschaften","Christina Zuber, Universität Konstanz; Lea Kaftan, GESIS - Leibniz-Institut für Sozialwissenschaften","Vergleichende Politikwissenschaft; Parteienforschung; Vergleichende Parlamentarismusforschung","Anti-Populist Antidotes? The effect of different types of anti-populis","Julia Leschke",NA,"European University Institute"
"Mi E","06","25.09.2024","16:00-17:30 Uhr","Democratic backsliding and its discontents","Lea Kaftan, GESIS - Leibniz-Institut für Sozialwissenschaften","Christina Zuber, Universität Konstanz; Lea Kaftan, GESIS - Leibniz-Institut für Sozialwissenschaften","Vergleichende Politikwissenschaft; Parteienforschung; Vergleichende Parlamentarismusforschung","Anti-Populist Antidotes? The effect of different types of anti-populis","Markus Kollberg",NA,"Humboldt-Universität zu Berlin"
"Mi E","06","25.09.2024","16:00-17:30 Uhr","Democratic backsliding and its discontents","Lea Kaftan, GESIS - Leibniz-Institut für Sozialwissenschaften","Christina Zuber, Universität Konstanz; Lea Kaftan, GESIS - Leibniz-Institut für Sozialwissenschaften","Vergleichende Politikwissenschaft; Parteienforschung; Vergleichende Parlamentarismusforschung","Democracy Talk in Parli","David Knoll",NA,"Universität Konstanz"
"Mi E","06","25.09.2024","16:00-17:30 Uhr","Democratic backsliding and its discontents","Lea Kaftan, GESIS - Leibniz-Institut für Sozialwissenschaften","Christina Zuber, Universität Konstanz; Lea Kaftan, GESIS - Leibniz-Institut für Sozialwissenschaften","Vergleichende Politikwissenschaft; Parteienforschung; Vergleichende Parlamentarismusforschung","Democracy Talk in Parli","Lea Kaftan",NA,"GESIS - Leibniz-Institut für Sozialwissenschaften"
"Mi E","06","25.09.2024","16:00-17:30 Uhr","Democratic backsliding and its discontents","Lea Kaftan, GESIS - Leibniz-Institut für Sozialwissenschaften","Christina Zuber, Universität Konstanz; Lea Kaftan, GESIS - Leibniz-Institut für Sozialwissenschaften","Vergleichende Politikwissenschaft; Parteienforschung; Vergleichende Parlamentarismusforschung","On a moving train: How democratic actors o","Theresa Gessler",NA,"Europa-Universität Viadrina Frankfurt (Oder)"
"Mi E","06","25.09.2024","16:00-17:30 Uhr","Democratic backsliding and its discontents","Lea Kaftan, GESIS - Leibniz-Institut für Sozialwissenschaften","Christina Zuber, Universität Konstanz; Lea Kaftan, GESIS - Leibniz-Institut für Sozialwissenschaften","Vergleichende Politikwissenschaft; Parteienforschung; Vergleichende Parlamentarismusforschung","Strategies of boundary opening in backsliding states: Th","Sonja Priebus",NA,"Europa-Universität Viadrina Frankfurt (Oder)"
"Mi E","06","25.09.2024","16:00-17:30 Uhr","Democratic backsliding and its discontents","Lea Kaftan, GESIS - Leibniz-Institut für Sozialwissenschaften","Christina Zuber, Universität Konstanz; Lea Kaftan, GESIS - Leibniz-Institut für Sozialwissenschaften","Vergleichende Politikwissenschaft; Parteienforschung; Vergleichende Parlamentarismusforschung","Strategies of boundary opening in backsliding states: Th","Rafael Labanino",NA,"Universität Konstanz"
"Mi E","07","25.09.2024","16:00-17:30 Uhr","Die Regulationstheorie auf dem Prüfstand. Aktualität und Nutzen in Zeiten der Polykrise – Teil 2: Grüner Kapitalismus und Europäische Integration","Felix Syrovatka, Freie Universität Berlin","","Politische Ökonomie; Internationale Politische Ökonomie","A Regulationist Perspective on European Industrial Policy in E","David Karas",NA,"CEU Democracy Institute"
"Mi E","07","25.09.2024","16:00-17:30 Uhr","Die Regulationstheorie auf dem Prüfstand. Aktualität und Nutzen in Zeiten der Polykrise – Teil 2: Grüner Kapitalismus und Europäische Integration","Felix Syrovatka, Freie Universität Berlin","","Politische Ökonomie; Internationale Politische Ökonomie","An der Schwelle zum grünen Kapitalismus? Potenziale und Grenzen einer möglichen ","Hendrik Sander",NA,"Bauhaus-Universität Weimar"
"Mi E","07","25.09.2024","16:00-17:30 Uhr","Die Regulationstheorie auf dem Prüfstand. Aktualität und Nutzen in Zeiten der Polykrise – Teil 2: Grüner Kapitalismus und Europäische Integration","Felix Syrovatka, Freie Universität Berlin","","Politische Ökonomie; Internationale Politische Ökonomie","Die kriseninduzierte Reorganisation der europäischen Gesellschaftsformation – im Übergang zu einem staatsinterventionistischen","Hans-Jürgen Bieling",NA,"Eberhard Karls Universität Tübingen"
"Mi E","07","25.09.2024","16:00-17:30 Uhr","Die Regulationstheorie auf dem Prüfstand. Aktualität und Nutzen in Zeiten der Polykrise – Teil 2: Grüner Kapitalismus und Europäische Integration","Felix Syrovatka, Freie Universität Berlin","","Politische Ökonomie; Internationale Politische Ökonomie","Krise, Regulation und Transformation. Zu den strukturellen Grenzen einer ökologischen Modernisierung des Kapitalismus ","Ulrich Brand","Markus Wissen","Universität Wien"
"Mi E","07","25.09.2024","16:00-17:30 Uhr","Die Regulationstheorie auf dem Prüfstand. Aktualität und Nutzen in Zeiten der Polykrise – Teil 2: Grüner Kapitalismus und Europäische Integration","Felix Syrovatka, Freie Universität Berlin","","Politische Ökonomie; Internationale Politische Ökonomie","Krise, Regulation und Transformation. Zu den strukturellen Grenzen einer ökologischen Modernisierung des Kapitalismus ","Christoph Görg","Markus Wissen","Universität für Bodenkultur Wien"
"Mi E","07","25.09.2024","16:00-17:30 Uhr","Die Regulationstheorie auf dem Prüfstand. Aktualität und Nutzen in Zeiten der Polykrise – Teil 2: Grüner Kapitalismus und Europäische Integration","Felix Syrovatka, Freie Universität Berlin","","Politische Ökonomie; Internationale Politische Ökonomie","Reinventing competitiveness in an era of geopolitical insecurity - The evolution of the European competitiveness disc","Laura Porak",NA,"Johannes Kepler Universität"
"Mi E","08","25.09.2024","16:00-17:30 Uhr","East, West, Potato, Potato: Conceptual crises in Europe-China relations","","Franziska Plümmer, University of Amsterdam; Bertram Lang, Goethe-Universität Frankfurt","Internationale Beziehungen; Europa- und Regionalismusforschung; Außen- und Sicherheitspolitik",NA,NA,NA,NA
"Mi E","08","25.09.2024","16:00-17:30 Uhr","East, West, Potato, Potato: Conceptual crises in Europe-China relations","","Franziska Plümmer, University of Amsterdam; Bertram Lang, Goethe-Universität Frankfurt","Internationale Beziehungen; Europa- und Regionalismusforschung; Außen- und Sicherheitspolitik","From Discourse to Practice in Sino-European Relations: Narratives of Sovereignty and the Standardization of Dig","Daniel Fuchs",NA,"Humboldt-Universität zu Berlin"
"Mi E","08","25.09.2024","16:00-17:30 Uhr","East, West, Potato, Potato: Conceptual crises in Europe-China relations","","Franziska Plümmer, University of Amsterdam; Bertram Lang, Goethe-Universität Frankfurt","Internationale Beziehungen; Europa- und Regionalismusforschung; Außen- und Sicherheitspolitik","From Wolf Warrior to mediator of conflicts: China’s foreign policy and its ont","Yu-chin to Tseng",NA,NA
"Mi E","08","25.09.2024","16:00-17:30 Uhr","East, West, Potato, Potato: Conceptual crises in Europe-China relations","","Franziska Plümmer, University of Amsterdam; Bertram Lang, Goethe-Universität Frankfurt","Internationale Beziehungen; Europa- und Regionalismusforschung; Außen- und Sicherheitspolitik","Multi-Level Cacophony? Dissecting the European “Strategic Autonomy” Discourses in the Context of E","Franziska Plümmer",NA,"University of Amsterdam"
"Mi E","08","25.09.2024","16:00-17:30 Uhr","East, West, Potato, Potato: Conceptual crises in Europe-China relations","","Franziska Plümmer, University of Amsterdam; Bertram Lang, Goethe-Universität Frankfurt","Internationale Beziehungen; Europa- und Regionalismusforschung; Außen- und Sicherheitspolitik","Multi-Level Cacophony? Dissecting the European “Strategic Autonomy” Discourses in the Context of E","Bertram Lang",NA,"Goethe-Universität Frankfurt"
"Mi E","08","25.09.2024","16:00-17:30 Uhr","East, West, Potato, Potato: Conceptual crises in Europe-China relations","","Franziska Plümmer, University of Amsterdam; Bertram Lang, Goethe-Universität Frankfurt","Internationale Beziehungen; Europa- und Regionalismusforschung; Außen- und Sicherheitspolitik","Practising Globalization: Gorenje four years after the Hisense takeover ","Igor Rogelja","Martina Bofulin","University College London"
"Mi E","09","25.09.2024","16:00-17:30 Uhr","Environmental and climate change litigation in times of crisis - environmental challenges, energy transition and climate change before the courts","Anna Wenz-Temming, FernUniversität in Hagen","Annette Elisabeth Töller, FernUniversität in Hagen; Alix Weigel, Fernuniversität in Hagen","Policy-Analyse und Verwaltungswissenschaft; Umweltpolitik / Global Change; Energietransformation","“Energy Transition Litiga","Magali Dreyfus",NA,"Université de Lille"
"Mi E","09","25.09.2024","16:00-17:30 Uhr","Environmental and climate change litigation in times of crisis - environmental challenges, energy transition and climate change before the courts","Anna Wenz-Temming, FernUniversität in Hagen","Annette Elisabeth Töller, FernUniversität in Hagen; Alix Weigel, Fernuniversität in Hagen","Policy-Analyse und Verwaltungswissenschaft; Umweltpolitik / Global Change; Energietransformation","Backlash against environ","Andreas Hofmann",NA,"Universiteit Leiden"
"Mi E","09","25.09.2024","16:00-17:30 Uhr","Environmental and climate change litigation in times of crisis - environmental challenges, energy transition and climate change before the courts","Anna Wenz-Temming, FernUniversität in Hagen","Annette Elisabeth Töller, FernUniversität in Hagen; Alix Weigel, Fernuniversität in Hagen","Policy-Analyse und Verwaltungswissenschaft; Umweltpolitik / Global Change; Energietransformation","Between species protection and successfully failing in court: Why ENGOs file lawsuits against wind power a","Alix Weigel",NA,"FernUniversität in Hagen"
"Mi E","09","25.09.2024","16:00-17:30 Uhr","Environmental and climate change litigation in times of crisis - environmental challenges, energy transition and climate change before the courts","Anna Wenz-Temming, FernUniversität in Hagen","Annette Elisabeth Töller, FernUniversität in Hagen; Alix Weigel, Fernuniversität in Hagen","Policy-Analyse und Verwaltungswissenschaft; Umweltpolitik / Global Change; Energietransformation","Confronting climate change by litigation – why and how is climate change brought b","Anna Wenz-Temming",NA,"FernUniversität in Hagen"
"Mi E","09","25.09.2024","16:00-17:30 Uhr","Environmental and climate change litigation in times of crisis - environmental challenges, energy transition and climate change before the courts","Anna Wenz-Temming, FernUniversität in Hagen","Annette Elisabeth Töller, FernUniversität in Hagen; Alix Weigel, Fernuniversität in Hagen","Policy-Analyse und Verwaltungswissenschaft; Umweltpolitik / Global Change; Energietransformation","Environmental litigation by ENGOs - An instrument for more environmental protection? A Comparison of Lawsuits against air quality plans and wind energy ","Annette Elisabeth Töller",NA,"FernUniversität in Hagen"
"Mi E","10","25.09.2024","16:00-17:30 Uhr","Forschung zu Diskriminierung und umkämpfter Diversität in Organisationen","","Sabrina Zajak, DeZIM-Institut","Politische Soziologie; Soziale Bewegungen","Diverse Diversitätsverständnisse und ihre Implikationen für die Forschungspraxis: Reflexionen am Beispiel kommunaler Div","Andrea D. Bührmann",NA,"Georg-August-Universität Göttingen"
"Mi E","10","25.09.2024","16:00-17:30 Uhr","Forschung zu Diskriminierung und umkämpfter Diversität in Organisationen","","Sabrina Zajak, DeZIM-Institut","Politische Soziologie; Soziale Bewegungen","Diverse Diversitätsverständnisse und ihre Implikationen für die Forschungspraxis: Reflexionen am Beispiel kommunaler Div","Elena Futter-Buck",NA,"Georg-August-Universität Göttingen"
"Mi E","10","25.09.2024","16:00-17:30 Uhr","Forschung zu Diskriminierung und umkämpfter Diversität in Organisationen","","Sabrina Zajak, DeZIM-Institut","Politische Soziologie; Soziale Bewegungen","Diverse Diversitätsverständnisse und ihre Implikationen für die Forschungspraxis: Reflexionen am Beispiel kommunaler Div","Doreen Müller",NA,"Georg-August-Universität Göttingen"
"Mi E","10","25.09.2024","16:00-17:30 Uhr","Forschung zu Diskriminierung und umkämpfter Diversität in Organisationen","","Sabrina Zajak, DeZIM-Institut","Politische Soziologie; Soziale Bewegungen","Geschlecht + Migrationshintergrund = Diversität? Eine Argumentation für einen breiteren Vielfaltsbegriff am Beispiel von Ausschlüssen und Hürden für Menschen mit Vielfaltsbezug auf dem Arbeitsmarkt ","Fabio Best","Annett Gräefe-Geusch","DeZIM-Institut"
"Mi E","10","25.09.2024","16:00-17:30 Uhr","Forschung zu Diskriminierung und umkämpfter Diversität in Organisationen","","Sabrina Zajak, DeZIM-Institut","Politische Soziologie; Soziale Bewegungen","Minderheiten im deutschen Bundestag: Wie Konzeptualisierung deskriptive und substantielle Rep","Miriam Hartlapp",NA,"Freie Universität Berlin"
"Mi E","10","25.09.2024","16:00-17:30 Uhr","Forschung zu Diskriminierung und umkämpfter Diversität in Organisationen","","Sabrina Zajak, DeZIM-Institut","Politische Soziologie; Soziale Bewegungen","Minderheiten im deutschen Bundestag: Wie Konzeptualisierung deskriptive und substantielle Rep","Maura Kratz",NA,"Freie Universität Berlin"
"Mi E","10","25.09.2024","16:00-17:30 Uhr","Forschung zu Diskriminierung und umkämpfter Diversität in Organisationen","","Sabrina Zajak, DeZIM-Institut","Politische Soziologie; Soziale Bewegungen","Minderheiten im deutschen Bundestag: Wie Konzeptualisierung deskriptive und substantielle Rep","Marie Michel",NA,NA
"Mi E","10","25.09.2024","16:00-17:30 Uhr","Forschung zu Diskriminierung und umkämpfter Diversität in Organisationen","","Sabrina Zajak, DeZIM-Institut","Politische Soziologie; Soziale Bewegungen","Self-identifiation and postmigrant political representation. Rethinking theory and method in the study of re","Laura Dinnebier",NA,"Universität Duisburg-Essen"
"Mi E","10","25.09.2024","16:00-17:30 Uhr","Forschung zu Diskriminierung und umkämpfter Diversität in Organisationen","","Sabrina Zajak, DeZIM-Institut","Politische Soziologie; Soziale Bewegungen","Self-identifiation and postmigrant political representation. Rethinking theory and method in the study of re","Merve Schmitz-Vardar",NA,"Universität Duisburg-Essen"
